,CA.102548,CA.104338,CA.105094,CA.109745,CA.1906415,CA.1912627,CA.1924346,CA.1926760,CA.1927842,CA.1933414,CA.1940640,CA.2004407,CA.2005288,CA.2006047,CA.2008260,CA.2009329,CA.2009381,CA.2009850,CA.2017611,CA.2039179,CA.2040686,CA.2045012,CA.2046297,CA.348981,CA.354300,CA.359448,CA.94377,CA.98389,CA.98475,CA.99145,CAP.102548,CAP.104338,CAP.105094,CAP.109745,CAP.1906415,CAP.1912627,CAP.1924346,CAP.1926760,CAP.1927842,CAP.1933414,CAP.1940640,CAP.2004407,CAP.2005288,CAP.2006047,CAP.2008260,CAP.2009329,CAP.2009381,CAP.2009850,CAP.2017611,CAP.2039179,CAP.2040686,CAP.2046297,CAP.2046641,CAP.348981,CAP.354300,CAP.359448,CAP.94377,CAP.98389,CAP.98475,CAP.99145
MARK4,4.510329019490572,4.320484678017694,2.0874628412503395,4.657640005207824,4.6915341649192,5.085764553778314,4.084064264788474,5.03738222200308,5.191404728852764,4.28021399581062,4.715344295358907,4.197708157955851,4.618238655595454,4.46532151358055,4.544114402209474,4.714245517666122,5.20163386116965,5.446256229889564,4.632849830117706,4.524189078449365,4.134220939760634,4.952799477899938,4.254745197629213,4.37016428054021,5.001351892999959,4.2141248053528475,4.185866545311334,4.309612772454123,4.845991770664573,4.683696454306515,4.399854673572431,4.7300964655954685,4.831370587967541,4.845490050944375,4.958842675243241,0.25096157353321874,5.1346316714476465,4.913128767819739,3.1076878693143737,4.710393192170516,3.305970520984386,4.963011647599427,4.687060688339892,0.49569516262406876,3.1043366598147357,4.43095427138573,4.676944359106912,4.9740703670240265,4.286881147788161,4.871350840634026,4.294988267691446,4.992768430768924,4.725741156503952,4.505890929729957,4.856487779495678,5.173926931999809,4.2935176304174245,4.981396031972149,4.599912842187128,4.6904170955324656
PROM1,0.070389327891398,0.0,4.49761236561836,4.134220939760634,4.444932048942182,1.726831217032493,3.3854310371935203,5.283551423174307,6.3885339790917985,4.840463233869542,5.903038270112912,4.754887502163468,4.6455863859136075,6.274075254506884,3.8399595874895316,5.697384630764024,3.740927560318628,6.1438423541965985,4.5570424152637194,5.590961241342599,7.478729178963886,5.829342193902803,7.3368189425476436,5.525755692829486,1.298658315564515,6.729688713449679,6.276868829976456,6.814806743093093,2.678071905112638,5.762614578754559,3.849999259466098,0.0,0.43295940727610627,4.390254956321868,3.729008870337863,4.514122260170708,3.3854310371935203,5.285772093249838,3.237257770900372,3.01435529297707,3.951401291674311,4.346247774082776,3.996388746447621,3.0738202332916713,4.489286022625876,4.560103513464738,5.048323386537814,3.698218478224414,3.1953475983222193,5.187451054027326,6.797272432029972,3.733354340613827,2.942983598187102,5.238022517825721,4.878234879112339,5.014801602351361,0.6690267655096306,4.645009884391095,4.9532652390148435,4.241077458175037
CCDC124,3.955126781261366,4.316145742293356,0.0,5.139551352398794,4.254745197629213,4.473786911614368,4.28909670241999,5.303780748177103,5.364572432295856,4.594548549550354,5.2471680003747725,4.938756261492295,5.03342300153745,4.940166750482817,4.672990993827748,3.5434958834257717,4.773996325111173,4.991861930556323,4.739308070860385,4.758622982440239,4.563158130402808,5.477677327565307,3.9467308601403097,4.144862142915734,5.040454121349624,5.137913322088407,5.900866807980749,5.084064264788474,4.974529312483882,4.254745197629213,2.5558161550616396,5.5291962679993905,3.763411574470007,3.8308637567517576,4.0522419811811385,0.0,4.71918344048179,4.311793717753649,3.2645364309990255,4.789729251375769,3.699329525673156,4.423578170981798,4.1651079851445365,4.62702310555406,3.028569152196771,3.698218478224414,4.700439718141092,4.607034345948616,3.715893370547605,4.768713657030485,5.029011086659068,4.4087118610294285,4.482848283068465,4.583759753639499,4.352617298958503,4.905928478173135,5.280956313831056,4.135042286233651,4.272769732436511,4.607034345948616
CEACAM21,2.5008020530571575,1.1826922975161902,0.0,0.12432813500220177,1.1110313123887439,1.4646682670034443,1.3561438102252754,2.263034405833794,1.7697717392494479,0.6040713236688608,1.2203299548795556,1.144046369616707,2.821710215034674,1.9634741239748859,2.6322682154995127,2.513490745588118,2.0107798387532423,1.3276873641760472,0.48542682717024166,1.6369145803558778,1.9068905956085185,2.0669502439246266,1.8953026213333068,2.62760683812965,1.6915341649192002,2.3673710656485296,0.7311832415722002,1.1826922975161902,0.8155754288625726,2.9126498648972037,4.632268215499513,2.944858445807539,1.280956313831056,1.4329594072761063,0.5260688116675876,5.32660925100527,1.1243281350022014,1.3895668117627256,3.145677455195635,1.0214797274104517,3.2868811477881614,1.2387868595871168,0.5360529002402097,0.0,2.5533605033353277,2.333423733725192,0.6415460290875237,1.752748591407134,0.32192809488736235,1.2387868595871168,2.292781749227846,1.5210507369009632,1.790772037862,2.899175630480513,0.9927684307689242,2.3362833878644325,0.0,1.0426443374084937,0.9411063109464314,0.3103401206121505
PAFAH1B1,4.968090752045256,4.683696454306515,6.413627929024172,5.220716891998916,5.137913322088407,5.896756218474805,5.010779838753242,5.552745936748446,5.013908845490639,5.818646082822539,5.710393192170516,5.009884588931844,5.444269502413482,5.465974464504069,5.876516946564999,5.860962797858116,5.371558862611963,5.505255800932163,5.485748821377781,5.040892430646901,5.021923838554758,5.02945288578697,5.142821844115928,5.6464507064831775,5.432625411432297,4.612352498752662,6.073606040574941,4.988230223060457,4.96254902292306,4.841469999465799,5.7936358203506275,6.2299723851122515,6.536363792395467,5.908092340818271,5.298291730620124,6.182692297516191,5.551823595721256,5.40667271575583,4.0557162635125446,5.707911254185168,4.538538163629804,5.232277010268292,5.734709620225838,0.5558161550616397,4.537296067090842,5.727103603522661,5.315783574589461,5.615298579092115,4.126807703142035,5.112283108598204,5.458775699080244,5.827565006650136,5.548436624696042,5.405992359675837,6.213736095922801,5.798050514767515,5.711219556894335,4.892391025913404,5.987093437058145,4.448900951145128
NOS2,0.17632277264046287,0.15055967657538138,0.0,0.21412480535284734,0.070389327891398,0.36737106564852945,0.2630344058337938,0.18903382439001715,0.4005379295837288,0.5260688116675876,0.918386234446348,0.3334237337251918,0.49569516262406876,0.41142624572646497,0.35614381022527536,0.5360529002402097,0.08406426478847455,0.056583528366367514,0.4005379295837288,0.28688114778816154,0.23878685958711648,0.29865831556451516,0.16349873228287956,0.21412480535284734,0.3334237337251918,0.23878685958711648,0.34482849699744117,0.25096157353321874,0.34482849699744117,0.16349873228287956,1.9597701552114672,0.0,0.36737106564852945,0.48542682717024166,0.36737106564852945,4.0522419811811385,0.25096157353321874,0.21412480535284734,0.5459683691052925,0.28688114778816154,0.903038270112912,0.15055967657538138,0.3895668117627256,0.0,0.8718436485093178,0.6135316529179271,0.4005379295837288,0.4005379295837288,0.21412480535284734,0.22650852980867975,0.2016338611696504,0.09761079662642233,0.34482849699744117,0.2016338611696504,0.11103131238874395,0.15055967657538138,0.02856915219677092,0.8073549220576041,0.070389327891398,0.070389327891398
DNAH9,2.811471030529836,2.584962500721156,2.0806576633452254,1.859969548221026,1.613531652917927,0.9411063109464314,0.7048719644563528,1.1763227726404628,0.8479969065549501,1.3785116232537298,0.36737106564852945,0.7048719644563528,1.3561438102252754,1.1763227726404628,1.4168397419128291,1.0976107966264221,0.879705766282288,0.5753123306874368,0.925999418556223,0.9486008474933558,0.7048719644563528,0.925999418556223,0.9708536543404835,0.6507645591169021,1.2387868595871168,0.6415460290875237,0.5655971758542251,1.2630344058337937,1.280956313831056,1.4854268271702418,4.3197624276692475,1.5008020530571577,1.269033146455237,1.7612852733616193,0.7570232465074596,0.0,1.560714954474479,1.3504972470841332,4.43028527297778,1.1375035237499351,4.483493351284395,0.9855004303048849,0.9781956296816515,3.646162657157894,5.0916998341368105,1.560714954474479,1.8519988371124463,1.3276873641760472,3.71259578044703,1.8073549220576042,1.560714954474479,0.8479969065549501,1.6415460290875237,1.0772429989324606,1.2630344058337937,1.1176950426697545,0.9486008474933558,1.7949356628035362,2.1210154009613658,2.0107798387532423
KIAA0100,4.784503982929566,5.002252451731379,3.2464080872463845,5.924099885640741,5.05484847699562,5.798309782454597,5.616181231331876,6.107478646626618,5.677790101216656,6.572889668420581,6.660780334032546,5.599615348621605,6.160879861839305,5.976821852360685,6.172727518012846,6.69641119920883,5.8811751553492755,5.833143096358337,6.032100843167024,5.661920579135087,5.60733031374961,6.385258455694315,6.904243227203662,6.3885339790917985,6.535741941075111,6.2471680003747725,7.350055177204502,5.998872453994275,6.707635219545296,5.994579724215747,4.57106999816771,5.425593577653059,6.063934305754099,5.890203466675639,5.880685525261125,3.414135532984451,5.7535510546006545,6.086189313104476,4.533563348214512,5.994805976084931,4.3348542693316325,5.9071310247467945,6.09950561709114,6.662347938814604,4.131754090984813,6.073606040574941,6.036283527988446,6.1346316714476465,5.485104761080973,5.878970510151082,5.755154643177265,6.140165134599453,6.533407608478743,6.419033185471022,5.665051614289214,6.853247167242152,5.335211681705785,5.781621997870603,5.891905188211931,5.848748114611959
SLC13A2,0.0,0.09761079662642233,0.0,0.7570232465074596,0.11103131238874395,0.0,0.5160151470036647,2.298658315564515,0.7907720378619999,1.5058909297299572,0.0,0.8953026213333066,0.25096157353321874,1.4854268271702418,0.2630344058337938,1.01435529297707,2.2868811477881614,0.0,0.0,2.776103988073164,2.049630767724601,3.211012193485512,1.7570232465074596,0.0,0.32192809488736235,1.2387868595871168,1.7398481026993275,1.1953475983222193,0.9781956296816515,0.5558161550616397,2.7990873060740036,0.0,0.12432813500220177,3.2809563138310565,0.6507645591169021,2.6484654430273142,0.6959938131099002,4.345538310070007,2.5582676340557358,0.5058909297299573,2.035623909730721,0.3334237337251918,1.0,0.0,2.5897634869849773,2.7949356628035362,3.534808661231747,1.5801454844233804,1.8559896973084806,4.84197311892718,2.720278465233327,1.2868811477881617,1.6040713236688608,0.0,3.41006969175638,2.805292455600712,0.04264433740849372,3.438292851579147,1.9523335663696857,1.7697717392494479
GAS7,3.127633279725874,2.9616233282869446,1.0908534304511135,3.344828496997441,5.1906148602094975,4.030336078370959,4.20633064787105,3.985500430304885,3.488000770834068,3.4462562298895643,3.8135246892978105,4.236492618381302,4.469885976274464,3.3161457422933562,3.5172756932095814,4.777156666004501,4.819157223674968,3.9078520718459635,3.9068905956085187,5.623223075896506,4.640389560054945,4.249445341085838,4.3729520979118295,4.41886457739032,3.1127001327493624,3.404630684217612,3.333423733725192,4.051372101721025,3.938285791884053,4.658782734012828,4.639810977716776,4.704318677760832,5.51064550409004,5.2315092108670465,5.803227036434928,3.33771109212829,5.7238315664953205,5.634593268445757,3.5185351389821804,6.491532461804321,4.112700132749362,5.897240425574799,5.814037647539975,4.984589350362456,4.425593577653059,5.12391445900198,5.203592714207708,5.165510018041353,5.785550551739256,5.756222712847288,4.994579724215747,5.815063017192867,6.101818134227409,5.185073637876762,4.95837871156634,5.499845887083206,4.126807703142035,3.6182386555954547,5.845239125638779,6.087250664613308
TRAPPC6A,4.255500733148386,4.701549056943071,0.0,4.683696454306515,5.184280294419382,4.448900951145128,3.886550147324343,5.223036337901875,5.505890929729957,5.125568451778029,4.524189078449365,4.61882595258744,3.886550147324343,4.211012193485511,4.334139178838237,4.324810603420484,4.60229058486114,5.816087658600206,4.12350066435096,4.865423978313134,4.615887073916057,4.664482840364682,3.8787253414801053,4.539158811108031,3.6724253419714956,5.668459556915382,4.33199177823206,3.1292830169449664,4.651338766105931,4.8604662585171665,0.0,2.1473066987802936,4.419538891513785,4.207111961207714,4.503984703897613,0.0,4.97865326490861,4.559491813205038,1.0565835283663676,3.6870606883398924,0.0,4.268284666520996,4.888012585402829,0.0,1.8439838440483265,4.207892851641333,4.820689560559215,4.07638806851284,0.0,5.066519781429746,4.628190334615213,4.273515889702116,4.0,4.28318097894557,3.187451054027326,3.612352498752662,0.0,3.9717734471933728,4.62760683812965,3.8698714061777126
MATK,3.1259816538547156,1.9297909977185974,0.0,2.339137384919585,3.127633279725874,3.3868109464722167,2.8797057662822882,2.983677694698067,2.4276061727818994,2.8257856274647914,1.4489009511451278,3.1160319934471103,3.127633279725874,1.6040713236688608,2.584962500721156,2.111031312388744,2.414135532984451,3.1554254317471973,1.3840498067951599,3.6814492653149578,2.533563348214512,2.8639384504239715,2.885574364371426,2.6205864104518777,2.5285713188707577,3.33199177823206,1.2387868595871168,2.176322772640463,1.7180875839605168,3.6099912952126787,3.775050541483175,1.6507645591169025,1.9183862344463478,2.211012193485512,2.049630767724601,0.0,2.634593268445757,3.1243281350022016,3.040892430646901,1.550900664647523,3.997292407636508,3.0548484769956197,2.646162657157894,6.426264754702098,2.3673710656485296,2.0840642647884744,2.4982508675278257,2.3812833725037836,2.776103988073164,3.496973580998276,2.769771739249448,2.0,3.303050084681673,2.3074285251922473,0.8875252707415875,3.5643781685650637,0.0,1.9891390073682331,0.8875252707415875,2.0908534304511135
CEACAM7,0.22650852980867975,3.311793717753649,0.0,0.0,0.7824085649273732,0.0,0.3103401206121505,0.17632277264046287,0.0,0.0,0.0,0.3334237337251918,0.0,0.12432813500220177,0.7398481026993274,0.0,0.070389327891398,0.056583528366367514,0.0,0.070389327891398,0.0,0.056583528366367514,0.9781956296816515,0.0,0.11103131238874395,0.056583528366367514,0.0,0.0,0.0,0.0,2.263034405833794,0.0,0.0,0.08406426478847455,1.4905701304462013,0.0,0.16349873228287956,0.0,3.3204846780176935,0.0,1.8678964639926547,0.17632277264046287,0.0,0.0,1.1890338243900171,0.0,0.13750352374993502,0.056583528366367514,3.8429788317883253,0.0,0.18903382439001715,0.04264433740849372,0.0,0.0,0.0,0.0,0.0,0.13750352374993502,0.0,0.0
CD79B,1.1953475983222193,0.8718436485093178,0.0,1.8032270364349277,0.5360529002402097,2.130930869826449,2.582556003014061,3.851998837112446,3.097610796626422,2.572889668420581,2.759155833800272,2.5285713188707577,4.344828496997441,1.9708536543404835,2.918386234446348,2.1342209397606338,2.6229303509201767,2.15704371014558,1.584962500721156,3.725741156503952,3.6473145095471358,4.615887073916057,2.1009776477248208,5.531693360861466,2.538538163629804,4.069530325162305,0.7824085649273732,0.7824085649273732,0.44360665147561457,4.632849830117706,2.572889668420581,1.7180875839605168,1.4329594072761063,1.7398481026993275,2.6322682154995127,0.0,1.8114710305298358,1.84799690655495,4.170726276131552,2.4436066514756147,4.740927560318628,2.526068811667588,2.1953475983222193,0.0,3.674686619927999,2.715893370547605,1.8914191868460786,2.669026765509631,4.856487779495678,2.682573297347578,4.311793717753649,2.3812833725037836,2.6484654430273142,3.8982083525087177,0.6135316529179271,5.0716768737518585,1.6553518286125541,0.5360529002402097,2.176322772640463,2.797012977836145
SCN4A,0.02856915219677092,0.02856915219677092,0.0,1.0071955014042038,1.956056652412403,0.6599245584023783,0.8559896973084807,0.6870606883398922,0.4005379295837288,1.070389327891398,1.15704371014558,0.28688114778816154,1.1110313123887439,0.7570232465074596,0.15055967657538138,0.9927684307689242,1.831877241191673,0.13750352374993502,0.12432813500220177,1.2141248053528475,0.8559896973084807,0.6599245584023783,1.5459683691052926,1.2630344058337937,0.27500704749986976,0.28688114778816154,0.28688114778816154,0.9486008474933558,0.02856915219677092,0.8237493603082727,3.658782734012828,3.3305584000308026,0.7136958148433591,1.9107326619029126,1.3950627995175775,1.1634987322828796,1.01435529297707,2.0942360698457656,2.4802651220544627,1.570462931026041,1.922197848396367,0.6780719051126377,1.3276873641760472,0.28688114778816154,1.570462931026041,1.9373443921502325,2.713695814843359,2.144046369616707,1.5801454844233804,1.5210507369009632,2.032100843167024,0.9855004303048849,1.8237493603082728,0.6507645591169021,1.0356239097307212,0.9335726382610241,5.200849574637213,2.4854268271702415,1.6276068381296498,1.922197848396367
ST7L,4.800641097329084,4.300123724569014,6.003152448666922,3.759155833800272,2.9011082430145123,4.125155131322289,3.371558862611963,3.980025300238734,3.6542063779442917,3.942983598187102,4.0798047546352585,2.722466024471091,3.495695162624069,3.922197848396367,4.241077458175037,3.8579809951275723,4.01435529297707,4.097610796626422,3.2078928516413328,3.423578170981797,4.166715444966422,3.8135246892978105,3.6241008946281146,3.8021932169418253,3.2809563138310565,4.302319050948834,3.9990980337056072,4.085764553778314,4.039138393906958,4.23112515787905,3.2645364309990255,3.1842802944193824,4.124328135002202,4.020591094773247,3.3161457422933562,0.0,3.582556003014061,3.7506065048355923,3.752748591407134,3.8619553641448694,3.263034405833794,3.4515408330178317,3.3074285251922473,0.16349873228287956,3.8923910259134034,3.5558161550616396,3.823749360308273,3.729008870337863,5.84197311892718,3.396433531250992,3.2265085298086795,3.4841381312016693,3.657640005207824,3.4581194811745064,4.5109619192773796,3.6427015718332325,4.084914659767938,4.318316841334983,4.07638806851284,3.569248029867182
TKTL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6507645591169021,0.3895668117627256,0.23878685958711648,0.0,0.6507645591169021,0.0,0.41142624572646497,0.5459683691052925,0.35614381022527536,0.09761079662642233,1.7048719644563528,0.0,0.0,0.12432813500220177,0.32192809488736235,0.5160151470036647,0.0,0.765534746362977,0.3334237337251918,0.056583528366367514,0.0,0.34482849699744117,4.2861418728343015,2.414135532984451,0.0,0.0,0.0,8.117850855292449,0.0,0.23878685958711648,2.771885578515366,0.056583528366367514,2.8298495598446904,0.0,0.6690267655096306,0.0,2.875780063068488,0.3895668117627256,0.34482849699744117,0.16349873228287956,3.277984747299765,0.7311832415722002,0.0,0.0,0.35614381022527536,0.9411063109464314,0.0,0.879705766282288,0.0,0.0,1.4436066514756145,0.47508488294878287
PAX6,0.9781956296816515,2.257010618206024,0.0,1.3161457422933565,2.1795110502715103,4.853995647176393,2.1984941536390834,1.1699250014423124,1.1953475983222193,3.40735275114004,0.13750352374993502,1.5410191531335593,2.7845039829295666,0.6229303509201767,3.261530815243406,1.9708536543404835,0.5360529002402097,3.01435529297707,0.5058909297299573,0.35614381022527536,1.4905701304462013,0.15055967657538138,3.127633279725874,0.765534746362977,2.017921907997262,0.28688114778816154,0.070389327891398,3.33771109212829,0.9107326619029126,1.1043366598147355,4.5291962679993905,0.8073549220576041,0.37851162325372983,0.9335726382610241,0.37851162325372983,5.24412594328373,1.0840642647884746,0.4005379295837288,3.948600847493356,0.43295940727610627,4.323370069061268,0.6135316529179271,0.11103131238874395,4.021479727410452,3.9145645234939397,0.22650852980867975,1.0426443374084937,0.5360529002402097,3.24031432933371,0.21412480535284734,0.5058909297299573,0.25096157353321874,0.2630344058337938,0.29865831556451516,0.7136958148433591,0.6229303509201767,0.070389327891398,0.36737106564852945,0.3334237337251918,0.35614381022527536
RPUSD1,4.207111961207714,3.980025300238734,2.493134922305505,5.155020578358575,4.234961094839504,4.139960569545456,4.507160349117523,4.727920454563199,5.631977320238746,4.185866545311334,3.95884267524324,5.132576842670009,4.797012977836145,4.930737337562887,4.279471295644468,3.991861930556323,4.410748128185948,4.216454865144757,3.938285791884053,5.143638309922037,4.509695841933387,5.127220550488074,3.993674361750585,3.8875252707415875,4.4356285940520905,6.0916998341368105,4.098453246309274,4.509062386361898,4.191404728852764,4.676380255466924,3.2418401835646704,0.0,3.5160151470036647,3.550900664647523,3.7473873996527174,0.27500704749986976,3.942983598187102,4.20163386116965,2.6712933724815757,3.321928094887362,3.4828482830684653,4.169123281476757,4.105175192265479,1.3504972470841332,3.1489341045263393,3.4646682670034443,4.20633064787105,3.8875252707415875,0.6507645591169021,4.4356285940520905,4.498889086976805,3.548436624696042,3.6599245584023783,3.651912744645783,1.6229303509201767,4.425593577653059,1.5008020530571577,4.034743949324734,3.5897634869849773,3.6948801927991917
RHBDF1,5.058749412335524,4.813524689297811,1.6461626571578936,6.68901954137795,5.48767927890162,5.380937194927824,5.532628657517167,5.963011647599427,6.432124272641562,4.937815168803419,4.9429835981871015,6.3824943402931185,5.130107178658833,6.281327329659484,4.954196310386875,5.892391025913404,5.745775149485796,5.3215673760354045,4.77082904603249,6.555049212807179,5.5915597458278015,5.205939832470884,5.815319245777306,5.0192571186810815,5.677790101216656,7.226604860396028,5.996840647795369,5.778471434199833,6.146288637175074,5.289465630958221,4.532940288372874,3.1618876823768938,5.442280035252584,5.37364821133469,5.842224612877244,4.964398632203184,5.863938450423972,6.003827078111476,4.256255873202732,5.198886990956932,4.093391153253013,5.887037791419197,6.058749412335524,5.921721947009604,3.305970520984386,5.4212232992251375,6.093391153253013,6.169323753239866,4.118525848935668,6.316145742293356,5.760753208062987,5.47864829453918,5.311793717753649,5.720552091605108,5.400537929583729,5.084064264788474,3.683696454306516,5.530445354692906,5.185073637876762,6.132371198732537
LUC7L,5.706530552538117,5.341274183692174,5.275379596253622,5.832130501095929,5.664767255356415,5.12391445900198,5.259272487037594,5.858229714211179,5.490890978894291,5.408372203572677,4.507160349117523,5.287250643254617,5.066089190457772,5.653346692722177,4.992768430768924,5.451870478864323,5.550900664647523,4.322649262131017,4.789729251375769,6.02945288578697,5.00943675560809,5.320845667645722,5.396090970394369,5.936873461824233,4.863938450423972,6.325170512376046,5.509379148914689,6.160476536412891,6.067380578019059,6.11603199344711,3.5741015080893894,4.925049964727359,5.249445341085838,6.10454633862346,5.498889086976805,4.459431618637297,5.7398481026993275,6.00943675560809,4.151371776253954,5.279471295644468,3.9699332746978557,5.659639187015652,5.5915597458278015,3.6322682154995127,2.918386234446348,5.581049900945041,5.728736843366021,5.58526303088387,4.97223312380739,6.229203357886745,5.732540561308117,5.279842693520348,5.512226886513957,5.687060688339892,6.087462841250339,5.620293149948603,5.421559944901823,6.0650121504369485,5.47864829453918,5.567423757707283
CACNA2D2,0.5459683691052925,0.8318772411916731,0.0,1.1243281350022014,1.5109619192773793,1.2570106182060237,1.6644828403646825,1.8519988371124463,0.5360529002402097,1.5945485495503542,1.0285691521967708,2.2720231890610485,1.3276873641760472,0.632268215499513,2.127633279725874,0.7136958148433591,1.3950627995175775,1.269033146455237,1.4329594072761063,1.6644828403646825,1.1953475983222193,1.280956313831056,1.6870606883398924,1.570462931026041,0.7907720378619999,1.6229303509201767,0.9560566524124029,1.1699250014423124,0.8875252707415875,1.5801454844233804,3.212569338850806,1.3504972470841332,1.550900664647523,2.533563348214512,1.584962500721156,0.0,2.372952097911829,2.9240998856407416,2.3840498067951597,1.5459683691052926,2.9145645234939397,2.350497247084133,2.430285272977781,0.48542682717024166,2.4802651220544627,2.063502942306158,2.788685710613534,2.608809242675524,3.769771739249448,2.4168397419128294,1.903038270112912,1.7824085649273733,2.304511041809953,1.7990873060740036,1.0214797274104517,1.3391373849195856,1.6229303509201767,2.503348735167504,2.673556423990145,2.1043366598147357
BAIAP3,1.0426443374084937,0.8875252707415875,0.0,3.1906148602094975,3.27500704749987,3.0303360783709588,2.3950627995175777,3.1984941536390834,2.641546029087524,2.3978029618624896,1.7004397181410922,1.8875252707415875,2.6959938131099,1.7311832415722,1.5210507369009632,2.430285272977781,2.408711861029429,1.5459683691052926,2.4436066514756147,3.19377174339668,2.599317793698226,1.8237493603082728,3.234194722953812,2.698218478224414,2.319039815562536,3.698218478224414,1.5360529002402097,2.1210154009613658,1.9597701552114672,2.4462562298895643,3.266036893995317,2.1009776477248208,2.9726926540042644,3.5716768099709313,3.20006486151431,0.0,3.5285713188707577,3.8328900141647417,2.6803243568440163,2.280956313831056,2.6959938131099,2.817623257511431,3.27500704749987,0.0,4.100977647724821,2.835924074254375,3.9818526532897405,3.9240998856407416,1.0565835283663676,4.0925457415435655,3.565597175854225,2.414135532984451,2.1243281350022016,2.9011082430145123,1.9634741239748859,2.980025300238734,1.269033146455237,4.466627120041501,2.503348735167504,4.020591094773247
TSR3,4.131754090984813,4.724650271732967,3.4475791965488827,5.0386995513055854,4.565597175854225,4.6082178530214595,5.104755986962257,4.888012585402829,5.563158130402808,4.672990993827748,4.04788732939655,5.245647773636751,5.007195501404204,4.877744249949002,4.307428525192248,4.66732447027863,4.4276061727819,4.59215800212536,4.584962500721156,5.4950555283680185,4.737686761409861,5.121015400961366,4.448900951145128,4.246408087246385,5.383013015488671,5.67072705449947,4.836934011321092,4.992768430768924,4.615298579092115,4.3139713710590195,0.0,3.6403895600549454,3.9763636357327616,3.753818443173543,4.352617298958503,0.41142624572646497,4.069530325162305,4.5576551547254205,1.4541758931858022,4.5867647433551415,0.8718436485093178,4.475733430966398,4.60584986719498,0.5160151470036647,1.8114710305298358,4.580748491763774,4.713145902490259,4.789729251375769,3.2433644256936605,4.960233671694454,5.029011086659068,4.344118334521428,4.377817853083645,4.434294617959925,3.488000770834068,4.5915597458278015,4.403267722339301,3.7037651787934096,4.588564737401351,4.097610796626422
PIGQ,6.424922088210688,6.911811402065996,5.408032466130653,6.159669547136702,6.4257614011908375,6.063934305754099,5.974529312483882,5.741197298571427,6.322108420497358,5.687900522480746,4.743084055549586,6.588714635582264,5.501439145158873,6.247737672658932,6.1420049159848755,5.3348542693316325,5.881419908092401,5.5456595400254685,5.525129251203973,6.399342019125501,6.082361969557474,6.036503333738988,6.017921907997263,5.373300196608388,5.905687848526862,7.2935176304174245,5.251340382788616,5.493775408460703,5.687060688339892,5.619119511453218,5.0413306068206225,3.812498225333564,4.722466024471091,5.383013015488671,5.419875930422195,5.76659516172927,5.521364878446219,5.871104373555458,3.7398481026993275,5.010779838753242,4.328405658958567,6.002702520379824,6.305970520984387,2.127633279725874,3.683696454306516,5.395405604566331,6.0774566524005875,6.013238915113665,3.2809563138310565,6.296457407371244,5.764738923023377,5.269407240854037,5.502712485966061,5.4276061727819,3.3978029618624896,5.220716891998916,2.6622054996536164,5.882643049361842,5.1838834590322325,5.925762113671917
CRAMP1L,3.8135246892978105,3.9781956296816516,4.55028504908841,4.699329525673156,5.771093251699539,4.3125199674749455,4.40735275114004,3.925999418556223,4.972692654004264,4.319039815562536,4.253232938538032,4.984589350362456,4.36387192485753,5.02945288578697,4.198494153639083,4.7745235295902315,4.7824085649273735,4.479618608469416,4.519793486241101,5.115615931428109,4.351204277257994,4.70265754339091,4.1906148602094975,4.361066488794321,4.4822029262959555,5.072534599722955,4.400537929583729,4.913607511823099,4.887037791419197,4.517275693209582,1.9671686075326276,2.127633279725874,3.9126498648972037,4.4208865749755315,5.015247773698937,0.27500704749986976,4.234194722953812,4.718087583960517,1.859969548221026,3.7845039829295666,3.10936055940423,4.539779191698494,4.498250867527825,0.0,1.6553518286125541,4.327687364176048,4.898208352508718,4.82781902461732,1.9818526532897407,4.812498225333564,4.778208576398088,4.485426827170242,4.555202633878297,4.405992359675837,3.8845979209900645,4.163498732282879,2.1667154449664223,4.797531839571962,4.80683958179819,4.439623137557117
TEAD3,3.035623909730721,3.797012977836145,1.280956313831056,4.866907978143166,4.500802053057158,5.0192571186810815,4.623515741490549,4.398487190018967,4.991861930556323,4.579542224936903,4.709290635723358,4.2502036564992975,4.296457407371244,6.498729558581564,4.351910961103077,5.365272599764531,4.753818443173543,5.3739961421312366,4.553360503335328,4.998646839005795,4.46532151358055,4.324810603420484,4.777682717073553,4.635173946674924,4.803227036434928,5.428276414392509,4.498889086976805,5.192194165283345,4.703211467391146,4.371558862611963,2.867896463992655,3.3161457422933562,4.388878338811989,4.245647773636751,5.161081482277184,0.0,5.305605789585429,4.600507645345786,1.0214797274104517,4.8389517669519435,1.9708536543404835,5.285772093249838,5.1263947376201395,0.0,0.722466024471091,4.827310943949667,4.480265122054463,4.984589350362456,3.765534746362977,4.7251958172266635,4.649040565634448,4.899175630480513,4.393690764187454,5.172327491657617,4.203984165855989,4.475084882948782,4.131754090984813,4.566206293465506,5.170325694415555,5.43095427138573
